713490-17	Klebsiella oxytoca	strong	308	34219	96450	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	wzi531	KL50	?-+*	None	79.74%	KL50_02_cpsACP,KL50_03_wzi,KL50_05_wbaZ,KL50_06_wbaP,KL50_07_wcuU,KL50_08_wcuH,KL50_09_wzx	OL104	?-	Low	99.16%	OL104_06_wbdA	0	147	126	-	171*	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY2-1	-	-	-	-	-
717892-17	Klebsiella variicola	strong	118	92928	750023	ST454-1LV	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi370	KL107	?-+	None	91.26%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_11_gnd	O3/O3a	-	Good	99.33%	O3/O3a_01_manC,O3/O3a_02_manB	ST454-1LV	16	24	21	27	29	22	183	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*	-	-	-	-	-
720807-16	Klebsiella michiganensis	strong	209	77419	304321	0	0	0	2	2	-	0	-	0	-	0	-	0	-	-	0	KL107	?-+*	None	80.85%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_12,KL107_13,KL107_14,KL107_15	O2v1	-+*	None	71.52%	O1/O2v1_01_wzm,O1/O2v1_02_wzt,O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	-	-	-	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3-Ia*?	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY1-5	-	-	-	-	-
800126-16	Klebsiella michiganensis	strong	151	114170	351517	0	0	1	6	7	-	0	-	0	-	0	-	0	-	-	0	KL107	?-+*	None	78.42%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_12,KL107_13,KL107_14,KL107_15	O1v1	?-+*	None	72.10%	O1/O2v1_01_wzm,O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	126*	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3''Ia*?;AadA5	-	-	GyrA-83T	-	MphA	-	-	-	SulI	-	DfrA17	OXY1-1*;OXA-1	-	CTX-M-15	-	-	-
801080-17	Klebsiella pneumoniae	strong	262	45940	133329	ST564	1	1	8	11	ybt 14; ICEKp5	151-2LV	-	0	-	0	-	0	-	-	wzi28	KL107	?-	None	90.53%	KL107_04_wza,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_12,KL107_13,KL107_14,KL107_15	O2v1	?-	None	98.86%	O1/O2v1_01_wzm,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC	ST564	2	1	2	1	7	1	14	4	4	5*	4	1	69	62*	2	4	4	20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;AadA1-pm*?	-	-	QnrB1?	-	-	-	CatA1*?	-	SulII	TetA*?	DfrA14	AmpH*	-	SHV-13*;CTX-M-15	-	-	TEM-30*
801722-1-17	Klebsiella pneumoniae	strong	86	204151	457683	ST37	0	0	7	8	-	0	-	0	-	0	-	0	-	-	wzi50	KL107	?-+*	None	83.19%	KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10,KL107_12,KL107_13,KL107_14,KL107_15	O4	?-	None	99.75%	O4_03_hypothetical,O4_04_wzt,O4_05_wzm,O4_06_glycosyltransferase	ST37	2	9	2	1	13	1	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB*;StrA*	-	-	Qnr-S1	-	-	-	CatA2*	-	SulII	TetD	DfrA14	AmpH*;LAP-2	-	-	-	SHV-44*	-
801869-6-17	Klebsiella pneumoniae	strong	118	214615	466437	ST1427	0	1	9	14	-	0	-	0	-	0	-	0	-	-	0	KL67	?-*	None	93.12%	KL67_06_wzc,KL67_07_wzy,KL67_08_wcuI,KL67_09_wckZ,KL67_10_wclH,KL67_11_wcqG,KL67_12_wcqH,KL67_13_wzx,KL67_14_wcuC,KL67_20_rmlB,KL67_21_rmlA,KL67_22_rmlD,KL67_23_rmlC,KL67_24_ugd	OL101	?-*	None	90.52%	OL101_01_rfbB,OL101_02_rfbA,OL101_03_rfbD,OL101_04_rfbC,OL101_05_wbbL	ST1427	2	1	10	1	9	1	21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;Aac3-IIa*;AadA16*	-	-	QnrB1*?	-	-	-	FloR*	Arr3	SulII;SulI	TetA	DfrA27;DfrA14	SHV-187*;AmpH*;OXA-1	-	CTX-M-15	-	-	TEM-30*
806877-17	Klebsiella variicola	strong	117	90433	319630	ST209-2LV	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi227	KL50	?-+*	None	85.03%	KL50_05_wbaZ,KL50_06_wbaP,KL50_07_wcuU,KL50_08_wcuH,KL50_09_wzx,KL50_10	O3/O3a	-	Good	99.40%	O3/O3a_01_manC,O3/O3a_02_manB	ST209-2LV	16	18	21	27	146	33	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*	-	-	-	-	-
807594-16	Klebsiella variicola	weak	203	82156	197187	ST2006	0	1	8	11	-	0	-	0	-	0	-	0	-	-	wzi227	KL50	-*	None	88.28%	KL50_04_wza,KL50_05_wbaZ,KL50_06_wbaP,KL50_07_wcuU,KL50_08_wcuH,KL50_09_wzx,KL50_10	O5	?-	Good	99.55%	O5_01_manC,O5_02_manB,O5_07_wbdB	ST2006	16	18	21	27	47	22	323	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;AadA2	-	-	-	-	EreA*	-	CatA2*	-	SulII;SulI	TetD	DfrA16*	AmpH*;LEN-24*	-	CTX-M-15	-	-	TEM-30*
DSM103279	Klebsiella michiganensis	strong	76	136032	400512	0	0	0	2	2	-	0	-	0	-	0	-	0	-	-	0	KL107	?-+*	None	78.28%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	O2v1	-+*	Good	72.29%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	-	-	-	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3-Ia*	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY1-3*	-	-	-	-	-
DSM-5175	Klebsiella oxytoca	strong	72	237386	561767	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	0	KL29	?-+*	None	93.12%	KL29_10_wbaZ,KL29_11_wckG,KL29_12_wckH,KL29_13_wzx,KL29_14_glf,KL29_15_gnd,KL29_17_manB	OL104	?-	Good	98.96%	OL104_02_manB	0	147*	126	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY2-2	-	-	-	-	-
GCF_000016305	Klebsiella pneumoniae	strong	6	5315120	5315120	ST38	0	1	7	15	-	0	-	0	-	0	-	0	-	-	wzi50	KL52	none	Perfect	100.00%		OL101	*	High	94.91%		ST38	2	1	2	1	2	2	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Aac6-Ib;StrB;Aph3''Ia;StrA;AadB	-	-	GyrA-83Y	-	-	-	CmlA5;CatA1*	-	SulI;SulII	TetD	-	AmpH*;SHV-187*;OXA-9*	-	SHV-12	-	-	TEM-54*;TEM-30*
GCF_000019565	Klebsiella variicola	strong	3	5641239	5641239	ST146	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi159	KL30	*	Very high	95.40%		O3/O3a	none	Very high	98.72%		ST146	16	24	30	27	36	22	55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*;LEN-24*	-	-	-	-	-
GCF_000025465	Klebsiella variicola	strong	1	5458505	5458505	ST1220	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi170	KL134	*	Very high	97.95%		O3/O3a	none	Very high	99.24%		ST1220	16	18	21	27	47	22	216	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*	-	-	-	-	-
GCF_000163075	Klebsiella variicola	strong	19	1084691	1875766	ST848	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi161	KL13	?-+*	Good	95.90%	KL13_17_manC	O5	?-	Good	99.60%	O5_01_manC	ST848	16	24	30	32	90	22	178	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*	-	-	-	-	-
GCF_000163455	Klebsiella pneumoniae	strong	51	565138	825895	ST67	4	0	1	1	ybt 11; ICE_rhino	307	-	0	iuc 4	30	iro unknown	0	rmpA_8(rhinoscleromatis)	-	wzi135	KL3	-	High	99.49%	KL3_01_galF	O2v2	?-	Good	98.50%	O1/O2v2_08_gmlC,O1/O2v2_09_gmlB	ST67	2	1	9	1	15	5	28	6	6	7	4	1	10	10	5	6	6	5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PmrB-64%	-	-	-	-	-	-	-	-	-	-	SHV-187*	-	-	-	-	-
GCF_000195655	Klebsiella pneumoniae	strong	180	73903	189529	ST45	1	0	5	5	ybt 10; ICEKp4	78-2LV	-	0	-	0	-	0	-	-	wzi101	KL24	none	Very high	99.01%		O2v1	none	Very high	98.73%		ST45	2	1	1	6	7	1	12	3	12	13	11	3	21	18	3	10	16*	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?	-	-	-	-	-	-	-	-	SulI	TetD	DfrA1*	AmpH*	-	-	-	-	SHV-26*
GCF_000219945	Klebsiella pneumoniae	strong	118	141130	527367	ST134	0	0	1	1	-	0	-	0	-	0	-	0	-	-	wzi168	KL25	-	High	98.25%	KL25_09_wfeD	O5	*	High	94.18%		ST134	3	1	2	1	1	1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	-	-	SHV-60	-
GCF_000219965	Klebsiella pneumoniae	strong	116	161835	414017	ST133	0	1	7	10	-	0	-	0	-	0	-	0	-	-	wzi160	KL39	none	Very high	99.14%		O1v1	none	Very high	98.05%		ST133	12	1	1	2	5	1	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2;AadB	-	-	Qnr-A1;GyrA-83F	-	-	-	CmlA1*;CatB3*	-	SulI?	-	DfrA19*	CARB-3*;AmpH*	-	-	TEM-154*	SHV-75	-
GCF_000220485	Klebsiella pneumoniae	strong	2	5259571	5259571	ST375	3	0	0	0	-	0	-	0	iuc 1	19	iro 1	13	rmpA_17(KpVP-1)	rmpA2_5	wzi72	KL2	none	Very high	98.40%		O1v2	-	High	98.95%	O1/O2v2_08_gmlC	ST375	43	1	2	1	10	4	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-187*	-	-	-	-	-
GCF_000238715	Klebsiella pneumoniae	strong	78	501071	1096638	ST1221	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi84	KL28	-	None	99.15%	KL28_10_wzy,KL28_11_wclS,KL28_13_wzx,KL28_15_wcaJ	O2v2	none	Very high	98.38%		ST1221	2	1	1	1	17	1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	-	-	-	-
GCF_000240185	Klebsiella pneumoniae	strong	7	5333942	5333942	ST11	1	2	9	17	ybt 9; ICEKp3	15	-	0	-	0	-	0	-	-	wzi74	KL103	*	Very high	96.69%		O2v1	none	Very high	97.72%		ST11	3	3	1	1	1	1	4	14	11	14	5	9	22	19	10	5	11	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;AadA2*;RmtB;Aac3-IId*?	-	-	GyrA-83I;ParC-80I	-	-	-	-	-	SulII	TetG	DfrA12?	AmpH*	KPC-2	CTX-M-14;CTX-M-14	-	SHV-11	TEM-30*;TEM-30*;TEM-30*
GCF_000247875	Klebsiella oxytoca	strong	6	5916283	5916283	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	wzi531	KL128	?-+*	None	77.57%	KL128_02_cpsACP,KL128_05_wzb,KL128_06_wzc,KL128_08_wcaA,KL128_09_wzy,KL128_10,KL128_11,KL128_12_wcuD,KL128_13_wcuS,KL128_15	OL104	?	Good	99.02%		0	147	126*	-	171*	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY2-2*	-	-	-	-	-
GCF_000247915	unknown		3	5942961	5942961	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	0	KL70	+*	Good	93.16%		O1v1	-+*	Good	72.45%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	-	-	-	-	148*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY4-1*?	-	-	-	-	-
GCF_000255975	Klebsiella pneumoniae	strong	6	5337335	5337335	ST48	2	0	5	11	ybt 17; ICEKp10	289-1LV	clb 3	17-1LV	-	0	-	0	-	-	wzi167	KL124	none	Very high	99.63%		O1v1	none	Very high	98.30%		ST48	2	5	2	2	7	1	10	6	15	5	4	11	28*	26	2	11	4	2	2	10	2	4	2	2	2	8	2	2	2	2	2	2	2	AadA2;AadB;Aph3''Ia;AadA1-pm*?;AadA2	-	-	-	-	-	-	CatA1*;CmlA1*	-	SulI	TetB*	-	AmpH*	-	-	-	-	TEM-30*;TEM-30*
GCF_000263095	Klebsiella pneumoniae	strong	196	118550	297874	ST1222	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi163	KL107	?-+*	None	77.15%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_08,KL107_09,KL107_10	O2v1	none	Very high	98.82%		ST1222	2	3	1	1	1	1	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-187*;AmpH*	-	-	-	-	-
GCF_000269585	Klebsiella oxytoca	strong	4	5846092	5846092	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	0	KL68	?+*	Low	85.81%		O5	*	High	81.65%		0	147	126*	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY2-7	-	-	-	-	-
GCF_000281755	Klebsiella pneumoniae	strong	27	459638	1148365	ST3	2	0	0	0	ybt 12; ICEKp10	128	clb 1	59-2LV	-	0	-	0	rmpA_7*(VP)	-	wzi3	KL3	none	Very high	99.60%		O1v1	none	Very high	98.28%		ST3	5	5	1	1	9	6	11	39	1	49	50	1	115	123	1	36	49	13	4	6	1	3	1	3	1	6	3	1	1	1*	4*	1	1	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;SHV-187*	-	-	-	-	-
GCF_000300935	Klebsiella pneumoniae	strong	6	5320445	5320445	ST48	2	0	0	0	ybt 0; ICEKp10	227	clb 3	54	-	0	-	0	-	-	wzi167	KL124	none	Very high	99.60%		O1v1	none	Very high	98.28%		ST48	2	5	2	2	7	1	10	6	14	16	12	10	24	21	11	11	12	14	2	8	2	2	3	2	2	7	2	2	2	2	2	2	2	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;SHV-172*	-	-	-	-	-
GCF_000349245	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	103	226688	564135	ST489	0	1	4	4	-	0	-	0	-	0	-	0	-	-	wzi171	KL53	?-+	Good	98.38%	KL53_17_manC,KL53_18_manB	O3/O3a	?-	Good	95.94%	O3/O3a_01_manC,O3/O3a_02_manB	ST489	18	22	26	71	98	52	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadB	-	-	-	-	-	-	-	-	SulI*	-	-	AmpH*;OXA-2	-	SHV-18	-	OKP-B-7*	-
GCF_000398905	Klebsiella variicola	strong	3	5403718	5403718	ST1273	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi176	KL107	-+*	None	78.00%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	OL103	none	Very high	99.11%		ST1273	16	24	21	62	47	33	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*	-	-	-	-	-
GCF_000427015	Klebsiella grimontii	strong	72	507479	1009176	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	0	KL148	-+*	None	76.24%	KL148_02_cpsACP,KL148_08,KL148_09_wcuP,KL148_10,KL148_12_wbaZ,KL148_15_rmlB,KL148_16_rmlA,KL148_17_rmlD,KL148_18_rmlC	O1v1	-+*	Good	72.33%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	-	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY6-2*	-	-	-	-	-
GCF_000492415	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	10	5263297	5263297	ST1437	0	0	5	7	-	0	-	0	-	0	-	0	-	-	wzi185	KL46	?+*	Low	98.02%		O3/O3a	none	Very high	95.96%		ST1437	17	19	69	39	185	21	238	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB*;StrA*;Aac6-Ib	-	-	-	-	-	-	CatA2*	-	SulII	-	DfrA14	AmpH*	-	-	-	OKP-A-3*	-
GCF_000492475	Klebsiella variicola	strong	1	5380268	5380268	ST596	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi184	KL45	-+	Low	93.90%	KL45_05_wzb,KL45_06_wzc	O3/O3a	none	Very high	99.25%		ST596	16	24	21	27	41	22	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*	-	-	-	-	-
GCF_000492795	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	2	5142035	5142035	ST1435	0	0	1	1	-	0	-	0	-	0	-	0	-	-	wzi183	KL21	*	Very high	96.81%		O12	none	Very high	99.01%		ST1435	18	88	128	116	11	99	237	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	-	-	OKP-B-7*	-
GCF_000492815	Klebsiella oxytoca	strong	7	3145284	3145284	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	wzi531	KL74	none	Very high	99.48%		OL104	none	Very high	99.21%		0	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY2-8*	-	-	-	-	-
GCF_000492835	Klebsiella variicola	strong	3	3494260	3494260	ST1434	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi182	KL57	*	Very high	97.10%		O5	none	Very high	99.69%		ST1434	93	45	21	27	47	22	236	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*	-	-	-	-	-
GCF_000492955	Klebsiella oxytoca	strong	2	5814733	5814733	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	wzi531	KL74	?+	Low	99.32%		OL104	none	Very high	99.16%		0	147	126	-	171*	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY2-2	-	-	-	-	-
GCF_000493095	Klebsiella variicola	strong	6	4726856	4726856	ST1433	1	0	0	0	ybt 0; ICEKp11	224	-	0	-	0	-	0	-	-	wzi32	KL31	*	High	90.44%		O3/O3a	none	Very high	99.24%		ST1433	28	18	21	27	47	22	67	58	61	73	77	1	182	190	45	38	87	91	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*	-	-	-	-	-
GCF_000507385	Klebsiella oxytoca	strong	1	5801355	5801355	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	0	KL29	+*	Good	93.26%		OL104	none	Very high	99.00%		0	147*	126	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY2-2	-	-	-	-	-
GCF_000523395	Klebsiella quasivariicola	strong	218	63592	228303	ST1155	0	0	5	8	-	0	-	0	-	0	-	0	-	-	0	KL141	?*	Good	97.23%		O2v2	none	Very high	96.54%		ST1155	65	59	86	79	136	81	209	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2;AadB	-	-	-	-	MsrE;MphE*	-	CmlA1*;CatB3*	-	SulI	-	DfrA19*	AmpH*;CARB-3*;LEN-26;FOX-10	-	-	-	-	-
GCF_000527215	Klebsiella oxytoca	strong	77	180220	547191	0	0	0	1	1	-	0	-	0	-	0	-	0	-	-	0	KL55	?-+*	None	73.85%	KL55_02_cpsACP,KL55_05_wzb,KL55_06_wzc,KL55_07_wcaA,KL55_08_wcaJ,KL55_09_wcpH,KL55_10_wcpI,KL55_11_wzy,KL55_12_wcpJ,KL55_13_wzx,KL55_14	OL104	none	Very high	99.04%		0	147	126	-	171*	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY2-5	-	-	-	-	-
GCF_000567005	Klebsiella variicola	strong	9	3320953	3320953	ST641	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi201	KL60	none	Very high	99.06%		O5	none	Very high	99.60%		ST641	16	18	21	27	39	22	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*	-	-	-	-	-
GCF_000612905	Klebsiella quasipneumoniae subsp. quasipneumoniae	strong	476	24320	95130	ST1118	0	0	3	3	-	0	-	0	-	0	-	0	-	-	wzi165	KL10	?*	Good	95.16%		O3/O3a	?	Good	95.87%		ST1118	50	19	112	39	170	63	125	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?	-	-	-	-	-	-	-	-	SulI	-	-	AmpH*	-	-	-	OKP-A-2	-
GCF_000613225	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	46	257097	488431	ST1215	0	0	1	1	-	0	-	0	-	0	-	0	-	-	wzi164	KL53	none	Very high	98.04%		O3/O3a	?	Good	95.98%		ST1215	18	22	64	22	174	13	213	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	-	-	OKP-B-1	-
GCF_000692995	Klebsiella variicola	strong	7	4094299	4094299	ST697-1LV	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi413	KL61	?-	Good	99.81%	KL61_17_manC,KL61_18_manB	O5	-	Good	99.58%	O5_01_manC,O5_02_manB	ST697-1LV	60	90	21	27	53	17	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*	-	-	-	-	-
GCF_000694595	Klebsiella variicola	strong	5	3513863	3513863	ST209-2LV	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi367	KL133	none	Very high	98.61%		O2v1	*	High	93.84%		ST209-2LV	16	18	21	27	57	22	67*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*	-	-	-	-	-
GCF_000694775	Klebsiella variicola	strong	10	3206802	3206802	ST208-1LV	0	0	0	0	-	0	-	0	-	0	-	0	-	-	wzi66	KL19	none	Very high	99.60%		O3/O3a	none	Very high	99.24%		ST208-1LV	16	24	21	27	52	57	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*;LEN-24*	-	-	-	-	-
GCF_000714655	Klebsiella michiganensis	strong	4	6152190	6152190	0	0	2	7	20	-	0	-	0	-	0	-	0	-	-	0	KL68	?-+*	Low	89.41%	KL68_02_cpsACP	O1v1	-+*	Good	72.11%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	126*	-	-	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3''Ia*?;AadA2;AadB;StrB;StrA*;AadA1-pm*?;Aac6-Ib*	-	-	Qnr-A1;GyrA-83I	-	MsrE;MphE*	-	CmlA1*;CatB3*	-	SulI;SulI;SulI*;SulII	-	DfrA19*	OXY1-1*;FOX-5;CARB-3*;OXA-9	KPC-2;KPC-2	-	-	-	-
GCF_000735215	Klebsiella michiganensis	strong	97	190583	587782	0	0	0	2	2	-	0	-	0	-	0	-	0	-	-	0	KL109	-+*	Good	93.29%	KL109_02_cpsACP	O1v1	-+*	Good	72.24%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	0	147*	126*	-	-	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3''Ia*?	-	-	GyrA-83T	-	-	-	-	-	-	-	-	OXY1-1*	-	-	-	-	-
